Price,Adj Close,Close,High,Low,Open,Volume
2023-11-21,2663.401123046875,2735.0,2793.0,2720.5,2785.0,36142900
2023-11-22,2657.0712890625,2728.5,2781.0,2711.0,2728.0,31006900
2023-11-24,2729.62109375,2803.0,2814.0,2774.0,2785.0,29415500
2023-11-27,2697.48486328125,2770.0,2803.0,2762.0,2800.0,22122900
2023-11-28,2682.877685546875,2755.0,2779.5,2736.0,2770.0,22163500
2023-11-29,2729.13427734375,2802.5,2809.5,2744.0,2770.0,36001000
2023-11-30,2721.343505859375,2794.5,2820.0,2786.5,2810.0,49146600
2023-12-01,2758.835693359375,2833.0,2842.0,2803.0,2819.0,26774000
2023-12-04,2695.05029296875,2767.5,2802.5,2744.5,2802.0,30495700
2023-12-05,2681.4169921875,2753.5,2784.5,2743.5,2770.0,24512600
2023-12-06,2752.992919921875,2827.0,2829.5,2758.0,2770.5,27896600
2023-12-07,2721.343505859375,2794.5,2812.0,2776.0,2800.0,26610300
2023-12-08,2610.327880859375,2680.5,2721.0,2657.0,2711.0,55312000
2023-12-11,2634.67333984375,2705.5,2716.0,2690.5,2701.0,31081400
2023-12-12,2611.3017578125,2681.5,2735.5,2681.5,2727.0,25316700
2023-12-13,2603.51123046875,2673.5,2682.0,2644.5,2672.5,20383300
2023-12-14,2504.181396484375,2571.5,2623.5,2552.0,2605.5,43459500
2023-12-15,2532.422119140625,2600.5,2624.0,2592.0,2617.0,32057100
2023-12-18,2550.9248046875,2619.5,2619.5,2571.5,2590.5,21229700
2023-12-19,2571.375,2640.5,2657.5,2590.5,2620.0,24989000
2023-12-20,2574.783447265625,2644.0,2692.0,2634.0,2666.0,34125400
2023-12-21,2471.071533203125,2537.5,2576.5,2495.0,2520.0,47672400
2023-12-22,2450.13427734375,2516.0,2549.5,2499.0,2520.0,38330200
2023-12-25,2470.584716796875,2537.0,2553.0,2514.5,2525.0,19273800
2023-12-26,2474.479736328125,2541.0,2544.5,2520.5,2543.0,17223900
2023-12-27,2515.38037109375,2583.0,2583.5,2547.0,2557.5,26896000
2023-12-28,2489.087158203125,2556.0,2573.0,2539.0,2555.0,17822300
2023-12-29,2522.683837890625,2590.5,2615.5,2569.0,2572.0,26860500
2024-01-04,2566.01904296875,2635.0,2635.0,2572.0,2605.0,29812900
2024-01-05,2630.778076171875,2701.5,2708.0,2643.5,2643.5,30515500
2024-01-09,2623.474365234375,2694.0,2716.0,2662.5,2715.0,30486100
2024-01-10,2673.139404296875,2745.0,2752.0,2679.5,2684.0,33701200
2024-01-11,2769.547607421875,2844.0,2867.5,2827.0,2827.0,49003100
2024-01-12,2762.73095703125,2837.0,2883.0,2820.5,2880.0,34169200
2024-01-15,2774.903564453125,2849.5,2855.0,2830.0,2854.0,4866000
2024-01-16,2779.772705078125,2854.5,2869.5,2830.0,2854.0,23810700
2024-01-17,2781.720458984375,2856.5,2920.0,2846.5,2880.0,42925400
2024-01-18,2854.757080078125,2931.5,2964.0,2873.0,2880.0,45748100
2024-01-19,2884.45849609375,2962.0,2985.0,2937.0,2985.0,38896900
2024-01-22,2903.93505859375,2982.0,2987.5,2956.5,2965.0,27665300
2024-01-23,2912.699462890625,2991.0,3034.0,2971.0,2997.0,40894100
2024-01-24,2882.02392578125,2959.5,3018.0,2952.0,3000.0,28933300
2024-01-25,2886.40625,2964.0,2964.0,2964.0,2964.0,28781400
2024-01-26,2816.778076171875,2892.5,2950.0,2888.5,2950.0,33005600
2024-01-29,2905.395751953125,2983.5,2994.0,2928.0,2929.0,39361500
2024-01-30,2882.02392578125,2959.5,2983.5,2931.0,2950.0,30914300
2024-01-31,2921.4638671875,3000.0,3000.0,2939.0,2940.0,28387200
2024-02-01,2867.90380859375,2945.0,2960.0,2931.0,2940.5,29852200
2024-02-02,2874.2333984375,2951.5,2966.0,2938.0,2963.5,24939800
2024-02-05,2913.673095703125,2992.0,3007.0,2959.0,2995.5,29891100
2024-02-06,3052.929443359375,3135.0,3148.0,2951.5,2999.5,80031600
2024-02-07,3174.657470703125,3260.0,3364.0,3190.0,3195.0,90841000
2024-02-08,3262.30126953125,3350.0,3409.0,3283.0,3330.0,65539300
2024-02-09,3236.008056640625,3323.0,3370.0,3296.0,3360.0,38909900
2024-02-13,3365.526123046875,3456.0,3459.0,3350.0,3366.0,50279000
2024-02-14,3296.385009765625,3385.0,3464.0,3361.0,3453.0,40613000
2024-02-15,3293.46337890625,3382.0,3416.0,3351.0,3415.0,31611400
2024-02-16,3324.6259765625,3414.0,3453.0,3396.0,3440.0,39276000
2024-02-19,3340.206787109375,3430.0,3449.0,3401.0,3414.0,18623200
2024-02-20,3324.6259765625,3414.0,3473.0,3369.0,3450.0,32113800
2024-02-21,3339.233154296875,3429.0,3436.0,3396.0,3400.0,27204700
2024-02-22,3428.82470703125,3521.0,3530.0,3444.0,3450.0,45277100
2024-02-26,3471.6728515625,3565.0,3607.0,3522.0,3550.0,36879000
2024-02-27,3488.227783203125,3582.0,3603.0,3566.0,3600.0,26141000
2024-02-28,3476.5419921875,3570.0,3599.0,3541.0,3588.0,21824800
2024-02-29,3526.206787109375,3621.0,3629.0,3540.0,3560.0,42143900
2024-03-01,3583.662353515625,3680.0,3689.0,3586.0,3595.0,29522200
2024-03-04,3566.133544921875,3662.0,3704.0,3636.0,3694.0,33112100
2024-03-05,3631.379638671875,3729.0,3742.0,3641.0,3665.0,31082800
2024-03-06,3670.332275390625,3769.0,3772.0,3690.0,3729.0,31920900
2024-03-07,3564.185791015625,3660.0,3811.0,3640.0,3799.0,44389400
2024-03-08,3515.49462890625,3610.0,3665.0,3595.0,3644.0,39889700
2024-03-11,3406.4267578125,3498.0,3530.0,3443.0,3500.0,34641400
2024-03-12,3384.02880859375,3475.0,3475.0,3398.0,3441.0,40384800
2024-03-13,3353.84033203125,3444.0,3536.0,3405.0,3506.0,32358800
2024-03-14,3354.814453125,3445.0,3463.0,3415.0,3450.0,21846100
2024-03-15,3396.688720703125,3488.0,3509.0,3424.0,3433.0,33847800
2024-03-18,3473.620361328125,3567.0,3576.0,3504.0,3515.0,26489600
2024-03-19,3578.793212890625,3675.0,3675.0,3559.0,3574.0,33925900
2024-03-21,3699.546875,3799.0,3829.0,3776.0,3800.0,45118200
2024-03-22,3770.635986328125,3872.0,3890.0,3811.0,3829.0,38840700
2024-03-25,3729.7353515625,3830.0,3886.0,3823.0,3850.0,28829300
2024-03-26,3749.2119140625,3850.0,3860.0,3789.0,3829.0,30536000
2024-03-27,3752.13330078125,3853.0,3891.0,3846.0,3875.0,35165500
2024-03-28,3750.162841796875,3806.0,3854.0,3782.0,3839.0,34646300
2024-03-29,3743.265380859375,3799.0,3833.0,3792.0,3804.0,12094300
2024-04-01,3585.61279296875,3639.0,3824.0,3616.0,3801.0,38828100
2024-04-02,3579.700927734375,3633.0,3705.0,3616.0,3685.0,31273800
2024-04-03,3566.8916015625,3620.0,3656.0,3597.0,3633.0,30222400
2024-04-04,3613.201904296875,3667.0,3739.0,3652.0,3670.0,33637800
2024-04-05,3565.90625,3619.0,3632.0,3568.0,3605.0,26966800
2024-04-08,3643.747314453125,3698.0,3700.0,3642.0,3665.0,23272600
2024-04-09,3720.602783203125,3776.0,3776.0,3716.0,3740.0,22518400
2024-04-10,3685.131103515625,3740.0,3760.0,3722.0,3750.0,17062700
2024-04-11,3725.529541015625,3781.0,3795.0,3721.0,3722.0,23458700
2024-04-12,3711.73486328125,3767.0,3815.0,3755.0,3813.0,21094100
2024-04-15,3711.73486328125,3767.0,3767.0,3685.0,3721.0,21091500
2024-04-16,3595.466064453125,3649.0,3753.0,3630.0,3742.0,29226300
2024-04-17,3544.22900390625,3597.0,3691.0,3570.0,3686.0,24105100
2024-04-18,3549.155517578125,3602.0,3634.0,3559.0,3567.0,20201900
2024-04-19,3470.329345703125,3522.0,3569.0,3453.0,3550.0,35457300
2024-04-22,3465.402587890625,3517.0,3610.0,3501.0,3540.0,26643700
2024-04-23,3459.49072265625,3511.0,3594.0,3492.0,3592.0,21861900
2024-04-24,3564.9208984375,3618.0,3620.0,3526.0,3551.0,29269700
2024-04-25,3445.696044921875,3497.0,3604.0,3497.0,3560.0,27833100
2024-04-26,3458.50537109375,3510.0,3549.0,3468.0,3502.0,30255300
2024-04-30,3584.62744140625,3638.0,3640.0,3556.0,3577.0,35459100
2024-05-01,3552.111572265625,3605.0,3659.0,3576.0,3600.0,27076000
2024-05-02,3528.463623046875,3581.0,3622.0,3559.0,3581.0,20164900
2024-05-07,3546.19970703125,3599.0,3650.0,3562.0,3650.0,25496600
2024-05-08,3526.492919921875,3579.0,3674.0,3453.0,3547.0,68295000
2024-05-09,3476.2412109375,3528.0,3595.0,3473.0,3595.0,40742400
2024-05-10,3374.75244140625,3425.0,3540.0,3386.0,3504.0,50941700
2024-05-13,3316.617919921875,3366.0,3434.0,3351.0,3417.0,30544300
2024-05-14,3339.280517578125,3389.0,3434.0,3349.0,3350.0,31178100
2024-05-15,3358.001708984375,3408.0,3457.0,3405.0,3409.0,23592600
2024-05-16,3302.8232421875,3352.0,3407.0,3319.0,3405.0,29023000
2024-05-17,3385.591064453125,3436.0,3438.0,3353.0,3367.0,22329600
2024-05-20,3396.4296875,3447.0,3478.0,3417.0,3438.0,23715900
2024-05-21,3386.576171875,3437.0,3479.0,3421.0,3467.0,16456200
2024-05-22,3338.295166015625,3388.0,3429.0,3385.0,3424.0,19191500
2024-05-23,3353.0751953125,3403.0,3416.0,3351.0,3387.0,16120400
2024-05-24,3343.221923828125,3393.0,3407.0,3309.0,3320.0,20602300
2024-05-27,3399.385498046875,3450.0,3450.0,3403.0,3419.0,14620900
2024-05-28,3397.414794921875,3448.0,3452.0,3416.0,3440.0,14393400
2024-05-29,3340.265869140625,3390.0,3452.0,3390.0,3435.0,19973000
2024-05-30,3281.14599609375,3330.0,3358.0,3307.0,3350.0,23500000
2024-05-31,3351.1044921875,3401.0,3401.0,3348.0,3370.0,34664500
2024-06-03,3291.984619140625,3341.0,3428.0,3321.0,3402.0,34205700
2024-06-04,3249.615478515625,3298.0,3339.0,3284.0,3300.0,31397200
2024-06-05,3170.789306640625,3218.0,3259.0,3203.0,3250.0,29958300
2024-06-06,3224.982421875,3273.0,3302.0,3249.0,3258.0,23424700
2024-06-07,3171.774658203125,3219.0,3271.0,3194.0,3266.0,24229500
2024-06-10,3223.9970703125,3272.0,3289.0,3223.0,3236.0,17848400
2024-06-11,3206.260986328125,3254.0,3306.0,3247.0,3262.0,19196400
2024-06-12,3161.921142578125,3209.0,3218.0,3191.0,3200.0,17408700
2024-06-13,3082.109619140625,3128.0,3227.0,3127.0,3226.0,26927900
2024-06-14,3070.28564453125,3116.0,3132.0,3055.0,3058.0,40221400
2024-06-17,2991.459228515625,3036.0,3063.0,3010.0,3056.0,28829800
2024-06-18,3007.224609375,3052.0,3086.0,3041.0,3068.0,19056000
2024-06-19,3061.417724609375,3107.0,3113.0,3069.0,3076.0,17496200
2024-06-20,3038.755126953125,3084.0,3094.0,3051.0,3091.0,15757100
2024-06-21,3028.90185546875,3074.0,3136.0,3074.0,3102.0,32553700
2024-06-24,3103.786865234375,3150.0,3177.0,3114.0,3123.0,30864600
2024-06-25,3247.644775390625,3296.0,3307.0,3168.0,3199.0,44118500
2024-06-26,3227.938232421875,3276.0,3317.0,3251.0,3315.0,31440900
2024-06-27,3215.12890625,3263.0,3301.0,3248.0,3300.0,58733800
2024-06-28,3241.73291015625,3290.0,3314.0,3271.0,3299.0,26051600
2024-07-01,3235.821044921875,3284.0,3326.0,3261.0,3325.0,23624800
2024-07-02,3284.10205078125,3333.0,3338.0,3267.0,3285.0,30146300
2024-07-03,3276.219482421875,3325.0,3348.0,3293.0,3345.0,23954600
2024-07-04,3341.251220703125,3391.0,3399.0,3337.0,3351.0,23049300
2024-07-05,3270.307373046875,3319.0,3399.0,3311.0,3384.0,24261800
2024-07-08,3236.80615234375,3285.0,3319.0,3277.0,3319.0,20618800
2024-07-09,3222.0263671875,3270.0,3296.0,3232.0,3272.0,25590500
2024-07-10,3242.71826171875,3291.0,3299.0,3256.0,3261.0,23264100
2024-07-11,3235.821044921875,3284.0,3326.0,3283.0,3323.0,22399000
2024-07-12,3225.967529296875,3274.0,3292.0,3240.0,3249.0,23807400
2024-07-16,3221.041015625,3269.0,3306.0,3268.0,3294.0,16490100
2024-07-17,3206.260986328125,3254.0,3285.0,3247.0,3264.0,16439900
2024-07-18,3094.9189453125,3141.0,3185.0,3141.0,3151.0,25086900
2024-07-19,3087.0361328125,3133.0,3159.0,3110.0,3147.0,18962200
2024-07-22,3044.6669921875,3090.0,3117.0,3085.0,3105.0,16865200
2024-07-23,3063.388427734375,3109.0,3156.0,3084.0,3130.0,21568200
2024-07-24,3054.520263671875,3100.0,3174.0,3092.0,3125.0,26675100
2024-07-25,2975.694091796875,3020.0,3064.0,3006.0,3040.0,30179600
2024-07-26,2866.322509765625,2909.0,3008.0,2908.0,3006.0,40132100
2024-07-29,2923.4716796875,2967.0,2988.0,2932.0,2958.0,28260500
2024-07-30,2952.538818359375,2996.5,3024.0,2944.0,2967.0,23232000
2024-07-31,2905.735595703125,2949.0,2962.0,2870.5,2929.0,46261100
2024-08-01,2659.4033203125,2699.0,2912.0,2698.0,2901.0,80069400
2024-08-02,2547.075927734375,2585.0,2652.0,2538.0,2576.0,69193000
2024-08-05,2199.254638671875,2232.0,2461.0,2183.0,2450.0,83087200
2024-08-06,2481.058837890625,2518.0,2551.5,2405.0,2532.0,68201400
2024-08-07,2463.8154296875,2500.5,2593.0,2371.0,2400.0,59251500
2024-08-08,2415.041748046875,2451.0,2506.0,2435.5,2460.0,42502700
2024-08-09,2411.593017578125,2447.5,2503.0,2412.0,2491.5,46964700
2024-08-13,2491.8974609375,2529.0,2534.5,2484.0,2494.0,27855600
2024-08-14,2577.62109375,2616.0,2636.5,2560.5,2565.0,39296900
2024-08-15,2618.51220703125,2657.5,2692.5,2630.5,2642.0,32786600
2024-08-16,2704.23583984375,2744.5,2748.5,2702.5,2745.0,39285800
2024-08-19,2621.46826171875,2660.5,2742.0,2651.5,2730.0,28364200
2024-08-20,2647.579345703125,2687.0,2707.5,2663.0,2705.5,21607500
2024-08-21,2652.998779296875,2692.5,2697.0,2644.0,2653.0,18491300
2024-08-22,2625.902099609375,2665.0,2673.0,2637.5,2661.0,24796000
2024-08-23,2642.65283203125,2682.0,2694.0,2652.0,2675.0,18906700
2024-08-26,2559.392578125,2597.5,2649.0,2576.0,2636.0,28414600
2024-08-27,2605.210205078125,2644.0,2652.0,2600.0,2610.5,19290300
2024-08-28,2706.20654296875,2746.5,2756.0,2697.0,2699.0,44921600
2024-08-29,2680.587890625,2720.5,2753.5,2720.5,2736.5,24292200
2024-08-30,2719.015869140625,2759.5,2786.5,2704.0,2707.0,52860500
2024-09-02,2740.200439453125,2781.0,2821.5,2755.0,2789.5,24733100
2024-09-03,2731.33251953125,2772.0,2807.0,2770.0,2784.5,18096800
2024-09-04,2634.770263671875,2674.0,2724.5,2671.0,2677.5,37121600
2024-09-05,2577.62109375,2616.0,2652.5,2586.0,2594.0,29116800
2024-09-06,2544.612548828125,2582.5,2602.0,2552.0,2566.5,27452800
2024-09-09,2463.322998046875,2500.0,2507.0,2449.0,2498.0,32686400
2024-09-10,2462.830322265625,2499.5,2537.0,2491.0,2517.0,22733800
2024-09-11,2386.46728515625,2422.0,2478.5,2391.5,2450.0,31044800
2024-09-12,2476.132080078125,2513.0,2516.0,2472.0,2485.0,29466900
2024-09-13,2418.983154296875,2455.0,2497.5,2446.0,2482.0,33002900
2024-09-17,2370.701904296875,2406.0,2458.5,2367.5,2436.5,33434800
2024-09-18,2448.54296875,2485.0,2486.5,2441.0,2450.5,28165900
2024-09-19,2572.20166015625,2610.5,2633.0,2560.5,2585.0,40450100
2024-09-20,2595.35693359375,2634.0,2668.0,2612.0,2667.0,40654400
2024-09-24,2578.6064453125,2617.0,2666.0,2610.0,2661.5,29192300
2024-09-25,2604.717529296875,2643.5,2665.0,2608.0,2609.5,27114900
2024-09-26,2686.5,2726.5,2726.5,2650.5,2671.5,37741900
2024-09-27,2751.5,2751.5,2777.5,2677.5,2746.5,38750100
2024-09-30,2542.5,2542.5,2624.0,2525.5,2600.5,62903500
2024-10-01,2596.0,2596.0,2603.5,2559.0,2569.0,31990900
2024-10-02,2569.5,2569.5,2595.0,2546.0,2550.0,25911700
2024-10-03,2601.5,2601.5,2649.5,2590.0,2629.0,31757300
2024-10-04,2586.0,2586.0,2605.5,2573.5,2600.0,22315200
2024-10-07,2645.5,2645.5,2662.5,2631.0,2659.0,31459300
2024-10-08,2568.0,2568.0,2618.5,2556.5,2605.5,26579100
2024-10-09,2563.5,2563.5,2594.5,2545.5,2591.0,21033300
2024-10-10,2581.0,2581.0,2617.0,2579.0,2596.0,25652700
2024-10-11,2562.0,2562.0,2595.5,2560.0,2586.0,20472100
2024-10-15,2555.0,2555.0,2599.0,2555.0,2592.0,22768900
2024-10-16,2525.5,2525.5,2569.0,2512.5,2527.5,22755500
2024-10-17,2550.5,2550.5,2582.5,2545.0,2549.0,23200400
2024-10-18,2552.5,2552.5,2574.5,2537.0,2574.5,17752400
2024-10-21,2541.5,2541.5,2571.5,2533.5,2550.0,17422500
2024-10-22,2545.0,2545.0,2576.5,2527.5,2567.5,22643900
2024-10-23,2620.5,2620.5,2655.5,2572.0,2573.5,35439900
2024-10-24,2602.5,2602.5,2619.5,2556.5,2589.0,26146100
2024-10-25,2600.0,2600.0,2619.0,2576.0,2594.5,18218000
2024-10-28,2707.0,2707.0,2720.5,2607.5,2615.0,34954200
2024-10-29,2699.5,2699.5,2720.0,2685.5,2709.0,22183300
2024-10-30,2711.5,2711.5,2740.5,2680.0,2685.0,41528400
2024-10-31,2682.5,2682.5,2717.5,2654.0,2700.0,27717100
2024-11-01,2615.5,2615.5,2656.5,2602.0,2629.0,23741600
2024-11-05,2639.0,2639.0,2651.0,2616.5,2636.5,21319300
2024-11-06,2684.5,2684.5,2719.0,2554.0,2616.0,68795700
2024-11-07,2762.0,2762.0,2813.0,2734.0,2784.5,55124700
2024-11-08,2662.5,2662.5,2748.0,2659.0,2748.0,33139900
2024-11-11,2653.5,2653.5,2684.0,2653.5,2660.0,18773100
2024-11-12,2717.0,2717.0,2757.0,2666.5,2676.5,29839200
2024-11-13,2662.0,2662.0,2723.5,2648.0,2717.0,20181300
2024-11-14,2666.0,2666.0,2745.0,2666.0,2718.0,24174400
2024-11-15,2704.0,2704.0,2745.0,2699.0,2703.5,26581600
2024-11-18,2676.0,2676.0,2695.5,2663.5,2674.5,17020700
2024-11-19,2730.5,2730.5,2737.0,2694.5,2700.0,19141700
2024-11-20,2698.5,2698.5,2743.5,2691.5,2734.0,15762100
2024-11-21,2674.5,2674.5,2712.0,2674.5,2706.5,16002400
2024-11-22,2664.5,2664.5,2703.5,2664.5,2696.0,17121200
2024-11-25,2694.5,2694.5,2729.5,2691.5,2709.0,30731900
2024-11-26,2667.5,2667.5,2697.0,2616.0,2694.0,25146500
2024-11-27,2571.0,2571.0,2607.5,2552.5,2600.0,29465300
2024-11-28,2607.0,2607.0,2611.5,2563.5,2591.0,19673700
2024-11-29,2551.5,2551.5,2618.0,2546.5,2612.0,24496900
